鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額(元),單價(元/平方公尺),車位類別,車位面積(平方公尺),車位總額(元),備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area (square meter),the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price (Yuan),the unit price (a Yuan/square meter),the berth category,berth shifting total area (square meter),the berth total price (Yuan),the note,serial number
西區,房地(土地+建物),臺中市西區忠明南路91~120號,13.07,住,,,1070518,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951222,130.24,3,2,2,有,有,有,34500,265,,0.0,0,起租日:107/06/10租金總額含稅。,RPXNMLSLNHNFFAB09CC
西區,房地(土地+建物)+車位,臺中市西區大進街91~120號,11.56,住,,,1070510,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830114,108.2,3,2,1,有,有,有,13000,120,坡道機械,0.0,0,,RPOOMLSLNHNFFAB28CC
中區,建物,臺中市中區成功路1~30號,0.0,商,,,1070516,土地0建物2車位0,見其他登記事項,12,辦公商業大樓,商業用,鋼筋混凝土造,0790416,1083.06,0,0,0,無,有,無,180000,166,,0.0,0,承租樓層:5F之1及6F之1,RPUOMLSLNHNFFAB88CC
西區,房地(土地+建物),臺中市西區三民西路91~120號,71.0,商,,,1070523,土地1建物1車位0,全,2,透天厝,商業用,見其他登記事項,0600529,114.44,3,2,3,有,無,無,18000,157,,0.0,0,,RPPNMLSLNHNFFAB38DC
北區,建物,臺中市北區永興街1~30號,0.0,住,,,1070514,土地0建物1車位0,見其他登記事項,7,店面(店鋪),住商用,鋼筋混凝土造,0690121,152.23,0,2,2,有,有,無,35000,230,,0.0,0,分段式租金:第二年起調至3萬8000元;第四年起調至4萬1000元,RPUNMLSLNHNFFBB88CC
北屯區,建物,臺中市北屯區大連北街66巷1~30號,0.0,住,,,1070524,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0740510,149.01,3,3,3,有,無,無,22000,148,,0.0,0,,RPVNMLSLNHNFFBB98CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,140.0,住,,,1070519,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0720924,23.24,1,0,1,有,無,有,9500,409,,0.0,0,租賃所得稅由屋主負擔.僅承租3樓部份面積.,RPROMLSLNHNFFBB68CC
北屯區,房地(土地+建物),臺中市北屯區昌平路一段211~240號,140.0,住,,,1070523,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0720924,23.24,1,0,1,有,無,有,9500,409,,0.0,0,租賃所得稅由屋主負擔.(僅承租4F部份面積).租金含水費.,RPTOMLSLNHNFFBB88CC
北屯區,房地(土地+建物),臺中市北屯區梅川東路四段91~120號,4.17,住,,,1070527,土地1建物1車位0,七層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,43.58,1,0,1,有,有,有,8000,184,,0.0,0,,RPVOMLSLNHNFFBB09CC
北屯區,房地(土地+建物),臺中市北屯區梅川東路四段91~120號,3.03,住,,,1070526,土地1建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,39.72,1,0,1,有,有,有,9000,227,,0.0,0,,RPQPMLSLNHNFFBB68CC
南屯區,房地(土地+建物),臺中市南屯區大墩路299及301~330號,21.27,住,,,1070426,土地1建物2車位0,見使用執照,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831011,350.28999999999996,0,0,0,無,有,無,81000,231,,0.0,0,,RPOTMLSLNHNFFCB98CC
南屯區,房地(土地+建物),臺中市南屯區保安七街61~90號,9.3,住,,,1070529,土地1建物1車位0,二層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060817,39.93,1,0,1,有,有,有,10000,250,,0.0,0,,RPSPMLTLNHNFFCB09CC
南屯區,房地(土地+建物),臺中市南屯區保安七街61~90號,14.03,住,,,1070529,土地1建物1車位0,八層,11,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1060817,59.72,1,0,1,有,有,有,10500,176,,0.0,0,,RPTPMLTLNHNFFCB56CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,6.92,商,,,1070516,土地1建物1車位1,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,106.47,0,0,0,無,有,有,18500,174,坡道平面,0.0,0,,RPWQMLTLNHNFFCB96CC
西屯區,房地(土地+建物),臺中市西屯區大墩二十街91~120號,126.0,住,,,1070527,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0720209,83.3,2,1,1,有,無,無,8000,96,,0.0,0,,RPXQMLTLNHNFFCB07CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.72,商,,,1070516,土地1建物1車位0,十九層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,66.85,0,0,0,無,有,有,18000,269,,0.0,0,,RPORMLTLNHNFFCB88CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段1~30號,9.49,商,,,1070519,土地1建物1車位1,十五層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,130.55,2,1,2,有,有,有,25000,191,坡道平面,0.0,0,,RPPRMLTLNHNFFCB98CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段241~270號,11.93,住,,,1070507,土地1建物1車位1,十二層,23,辦公商業大樓,商業用,鋼筋混凝土造,0820226,177.44,0,0,0,無,有,無,26000,147,坡道機械,0.0,0,,RPQRMLTLNHNFFCB09CC
北屯區,房地(土地+建物),臺中市北屯區太原路三段751~780號,430.0,商,,,1070502,土地1建物1車位0,一層,1,其他,商業用,加強磚造,0620520,288.0,0,0,0,無,無,無,30000,104,,0.0,0,租用無建號之地上物 含增建或未登記建物,RPTNMLTLNHNFFBB88CC
北屯區,房地(土地+建物),臺中市北屯區梅川東路四段91~120號,4.17,住,,,1070527,土地1建物1車位0,五層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,43.8,1,1,1,有,無,有,9500,217,,0.0,0,,RPWPMLTLNHNFFBB76CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,7.68,商,,,1070521,土地2建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,83.97,0,0,0,無,有,有,16000,191,,0.0,0,,RPQQMLTLNHNFFBB88CC
北區,車位,臺中市北區進化北路301~330號,0.25,商,,,1070521,土地0建物0車位1,,,其他,,,,15.94,0,0,0,有,有,無,2000,,坡道機械,15.94,2000,,RPRQMLTLNHNFFBB98CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,7.55,商,,,1070516,土地2建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,83.97,0,0,0,無,有,有,16000,191,,0.0,0,,RPSQMLTLNHNFFBB09CC
北區,車位,臺中市北區進化北路301~330號,0.25,商,,,1070518,土地0建物0車位1,,,其他,,,,15.94,0,0,0,有,有,無,1800,,坡道機械,15.94,1800,,RPTQMLTLNHNFFBB56CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,6.09,商,,,1070516,土地2建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,67.4,0,0,0,無,有,有,15000,223,,0.0,0,,RPUQMLTLNHNFFBB66CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.36,商,,,1070521,土地2建物1車位0,六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.08,0,0,0,無,有,有,15000,220,,0.0,0,,RPWQMLTLNHNFFBB86CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1070513,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPXQMLTLNHNFFBB96CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,11.13,商,,,1070514,土地1建物1車位0,十六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,127.00999999999999,2,1,2,有,有,有,22000,173,,0.0,0,,RPORMLTLNHNFFBB78CC
西區,房地(土地+建物),臺中市西區五權西四街151~180號,73.74,住,,,1070514,土地1建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820522,392.67,0,2,2,有,無,無,50000,127,,0.0,0,,RPOQMLTLNHNFFAB58CC
南區,房地(土地+建物)+車位,臺中市南區建國南路二段61~90號,21.54,住,,,1070509,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060525,128.17000000000002,2,2,1,有,有,有,25000,195,坡道平面,39.17,0,租金25000元內含管理費與汽車車位使用費用,RPPQMLTLNHNFFAB68CC
豐原區,房地(土地+建物),臺中市豐原區豐東路541~570號,148.76,工,,,1070528,土地1建物1車位0,全,2,透天厝,工商用,加強磚造,0700825,214.8,3,3,2,有,無,無,20000,93,,0.0,0,,RPUPMLTLNHNFFDB76CC
豐原區,房地(土地+建物),臺中市豐原區豐勢路一段577巷1~30號,255.0,工,,,1070524,土地1建物1車位0,見其他登記事項,2,工廠,工商用,加強磚造,0711028,193.2,4,2,2,有,無,無,23000,,,0.0,0,有部份未辦保存登記,RPPOMLKMNHNFFDB97CC
大里區,建物,臺中市大里區達明路61~90號,0.0,商,,,1070521,土地0建物0車位0,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000413,105.28,2,2,2,有,有,有,12000,114,,0.0,0,公設面積無法分算，租金含管理費,RPWOMLKMNHNFFIB56CC
潭子區,房地(土地+建物)+車位,臺中市潭子區勝利十街1~30號,14.51,住,,,1070515,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900112,131.51,4,2,2,有,有,有,16000,122,坡道機械,0.0,0,,RPVNMLKMNHNFFHB88CC
大肚區,房地(土地+建物),臺中市龍井區遊園路一段70巷91~120號,54.11,,鄉村區,特定目的事業用地,1070522,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710815,74.71,3,2,1,有,無,有,9000,120,,0.0,0,,RPQNMLKMNHNFFKB68CC
龍井區,房地(土地+建物),臺中市龍井區新興路75巷1~30號,73.02,,鄉村區,乙種建築用地,1070513,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0680719,97.8,2,2,2,有,無,有,10000,102,,0.0,0,,RPRNMLKMNHNFFKB78CC
北屯區,建物,臺中市北屯區軍福十六路271~300號,0.0,商,,,1070515,土地0建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030613,170.62,3,2,2,有,有,有,23000,135,坡道平面,30.97,0,租金含管理費,RPSOMLKMNHNFFBB08CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,9.15,商,,,1070513,土地1建物1車位0,十三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,92.32,2,1,2,有,有,有,20000,217,,0.0,0,,RPPRMLKMNHNFFBB08CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1070513,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPQRMLKMNHNFFBB18CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,6.34,商,,,1070515,土地1建物1車位0,十二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,77.05000000000001,0,0,0,無,有,有,18000,234,,0.0,0,,RPRRMLKMNHNFFBB28CC
北區,車位,臺中市北區進化北路301~330號,0.5,商,,,1070522,土地0建物0車位1,,,其他,,,,31.88,0,0,0,有,有,無,3500,,坡道平面,31.88,3500,,RPURMLKMNHNFFBB58CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.82,商,,,1070522,土地2建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,67.4,0,0,0,無,有,有,14000,208,,0.0,0,,RPXRMLKMNHNFFBB88CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,8.67,商,,,1070523,土地2建物1車位0,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,91.00999999999999,2,1,1,有,有,有,18000,198,,0.0,0,,RPOSMLKMNHNFFBB08CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1070528,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPPSMLKMNHNFFBB18CC
西屯區,房地(土地+建物),臺中市西屯區漢口路二段91~120號,93.99,商,,,1070501,土地1建物1車位0,見其他登記事項,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0850710,477.22,0,0,0,無,有,無,75000,157,,0.0,0,,RPVOMLKMNHNFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區大墩路1021~1050號,300.0,住,,,1070507,土地3建物1車位0,全,4,透天厝,見其他登記事項,見其他登記事項,0991126,195.14,0,0,0,無,無,有,45000,231,,0.0,0,,RPWOMLKMNHNFFCB58CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.28,商,,,1070528,土地1建物1車位0,十五層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.72,0,0,0,無,有,有,17000,275,,0.0,0,,RPTPMLKMNHNFFCB38CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1070528,土地0建物0車位1,,,其他,,,,18.99,0,0,0,有,有,無,1000,,坡道機械,18.99,1000,,RPUPMLKMNHNFFCB48CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.24,商,,,1070528,土地1建物1車位0,十八層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.55,0,0,0,無,有,有,15000,244,,0.0,0,,RPVPMLKMNHNFFCB58CC
西屯區,建物,臺中市西屯區福中16街5巷1~30號,0.0,,,,1070510,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791110,91.7,3,2,2,有,無,有,14000,153,,0.0,0,臺中市包租代管案件租金市價打9折。,RPVPMLLMNHNFFCB68CC
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路31~60號,17.63,住,,,1070529,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,130.12,3,2,2,有,有,有,28380,218,坡道平面,23.17,0,,RPWPMLLMNHNFFCB78CC
北屯區,房地(土地+建物),臺中市北屯區雷中街112巷28弄1~30號,11.5,住,,,1070528,土地1建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871111,116.28,2,2,2,有,有,有,15000,129,,0.0,0,,RPTNMLLMNHNFFBB18CC
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段61~90號,7.99,住,,,1070523,土地1建物1車位1,二十五層,28,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060420,112.21000000000001,2,2,1,有,無,有,22000,196,坡道平面,0.0,0,,RPWNMLLMNHNFFBB48CC
北屯區,建物,臺中市北屯區太原路三段139巷1~30號,0.0,,,,1070504,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,68.4,2,1,1,有,有,有,12150,178,,0.0,0,臺中市包租代管案件租金市價打9折。,RPPOMLLMNHNFFBB87CC
北屯區,建物,臺中市北屯區太原路三段139巷1~30號,0.0,,,,1070510,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840127,23.58,1,0,1,有,有,有,7020,298,,0.0,0,臺中市包租代管案件租金市價打9折。,RPUPMLLMNHNFFBB48CC
南區,建物,臺中市南區文心南十路181~210號,0.0,,,,1070504,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881218,113.03,2,2,2,有,有,有,15300,135,,0.0,0,臺中市包租代管案件租金市價打9折。,RPVOMLLMNHNFFAB38CC
