編號,屋齡,建物移轉面積(平方公尺),主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area (square meter),the main use,main building materials,construction completes the date,total layer,building lamination
RPTPMLSLNHNFFBA88CC,5,20.45,見其他登記事項,鋼筋混凝土造,102年1月18日,十三層,
RPOQMLSLNHNFFCA58CC,13,91.68,住家用,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,3.59,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,3.34,共有部分,鋼骨鋼筋混凝土造,94年5月19日,十四層,
RPOQMLSLNHNFFCA58CC,13,11.86,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,2.48,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,3.21,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,10.27,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,.11,商業用,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,25.78,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,13.97,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPOQMLSLNHNFFCA58CC,13,1.46,共有部分,鋼骨鋼筋混凝土造,94年5月16日,十四層,
RPWQMLSLNHNFFCA76CC,7,81.27,住家用,鋼筋混凝土造,100年7月26日,十三層,
RPWQMLSLNHNFFCA76CC,7,18.12,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPWQMLSLNHNFFCA76CC,7,21.37,見其他登記事項,鋼筋混凝土造,100年7月26日,十三層,
RPSQMLSLNHNFFBA88CC,43,128.70,住家用,鋼筋混凝土造,63年12月19日,四層,
RPOOMLKMNHNFFFA97CC,,99.35,,鋼筋混凝土造,,四層,
RPTOMLKMNHNFFFA48CC,,178.88,,鋼筋混凝土造,,十層,
RPSOMLKMNHNFFFA38CC,6,51.34,住家用,鋼筋混凝土造,101年11月20日,十四層,
RPSOMLKMNHNFFFA38CC,6,23.26,見其他登記事項,鋼筋混凝土造,101年11月20日,十四層,
RPXOMLKMNHNFFFA88CC,37,132.31,商業用,鋼筋混凝土造,69年11月24日,十二層,
RPXOMLKMNHNFFFA88CC,37,7.61,共有部分,鋼筋混凝土造,69年11月24日,十二層,
RPOPMLKMNHNFFFA08CC,33,89.80,商業用,鋼筋混凝土造,74年10月11日,十層,
RPOPMLKMNHNFFFA08CC,33,7.08,共有部分,鋼筋混凝土造,74年10月11日,十層,
RPPPMLKMNHNFFFA18CC,16,109.44,商業用,鋼筋混凝土造,91年9月5日,七層,
RPPPMLKMNHNFFFA18CC,16,27.84,共有部分,鋼筋混凝土造,91年9月5日,七層,
RPUPMLKMNHNFFFA68CC,,82.42,見使用執照,鋼筋混凝土造,,十四層,
RPWNMLKMNHNFFAA18CC,22,23.31,住家用,見使用執照,85年1月4日,二十四層,
RPWNMLKMNHNFFAA18CC,22,15.47,共有部分,見使用執照,85年1月4日,二十四層,
RPWNMLKMNHNFFAA18CC,22,6.72,共有部分,見使用執照,85年1月4日,二十四層,
RPWNMLKMNHNFFAA18CC,22,1.55,商業用,見使用執照,85年1月4日,二十四層,
